name,lon,lat,code,fclass,osm_id,x,y,hex_id
هتل سرای کهن,54.37282475740704,31.90161996784082,2401,hotel,532068475,6052755.164986449,3750403.635760997,18137.0
,54.370129394966845,31.90522772609301,2204,park,1359901709,6052455.118612104,3750876.7124926373,17978.0
هتل جاده ابریشم,54.3704035,31.90078235,2401,hotel,533457949,6052485.6318448195,3750293.8035844336,17981.0
بوستان طوبی - پارک بانوان,54.385990215372125,31.85455628745802,2204,park,537501950,6054220.737063184,3744233.9850968374,19571.0
,54.36945621515317,31.90362061992836,2204,park,1359901709,6052380.180578033,3750665.9742053244,17824.0
خانه ابراهیمی,54.363299223621325,31.894617567149464,2301,restaurant,554536892,6051694.78741589,3749485.4805840915,17361.0
,54.328791185669,31.85854372949256,2204,park,1359901709,6047853.370202762,3744756.5828770353,
,54.35363455880025,31.819946809451316,2204,park,1359901709,6050618.921849321,3739698.984219458,16318.0
رستوران یاس یزد,54.38509007903463,31.846454843042583,2301,restaurant,595863719,6054120.53434445,3743172.2720149574,19421.0
مدرسه,54.38246577552294,31.847885272619664,2082,school,595865086,6053828.398213841,3743359.726349429,19264.0
ایران خودرو,54.38457335389819,31.85208412981924,2541,car_dealership,595870328,6054063.012765381,3743909.993216373,19417.0
بوستان ناجی,54.39168578016102,31.832062600574936,2721,attraction,596908120,6054854.764435263,3741286.365195971,20210.0
بوستان ناجی,54.39168578016102,31.832062600574936,2721,attraction,596908120,6054854.764435263,3741286.365195971,20210.0
بوستان باغ ملی,54.3544963880675,31.887407160750907,2204,park,596930430,6050714.860244502,3748540.124657685,16430.0
اداره آگاهی یزد,54.354380202525775,31.886095123491387,2001,police,596930433,6050701.92652916,3748368.111495548,16431.0
اداره اماکن,54.354094914957535,31.88573728644656,2001,police,596930434,6050670.168462333,3748321.1980994944,16431.0
موزه دفاع مقدس,54.3822051468608,31.83866936322513,2722,museum,596930444,6053799.385163886,3742152.054687596,19114.0
مجتمع تجاری صدف,54.37773962519172,31.83670894050193,2504,mall,596930445,6053302.285565557,3741895.172434351,18803.0
دخمه زرتشتیان,54.35652743699063,31.82352003753852,2721,attraction,596935937,6050940.955576401,3740167.118062705,16628.0
زندان مرکزی یزد,54.38644068719491,31.91903463650476,2010,prison,596935938,6054270.883357113,3752687.351038742,19529.0
هتل موزه فهادان,54.37021189138834,31.90568029792533,2401,hotel,5705855,6052464.302071737,3750936.058466269,17978.0
کتابخانه مرکزی دانشگاه یزد,54.35866963802004,31.833383096029618,2007,library,621696882,6051179.424304171,3741459.38583536,16777.0
ساختمان مهتاب دانشگاه یزد,54.35520893499772,31.833814424182748,2301,restaurant,621940554,6050794.1806059405,3741515.90203227,16465.0
زمین چمن دانشگاه یزد,54.35042771665879,31.833605376874672,2252,pitch,623053390,6050261.937815079,3741488.5108847897,15997.0
سلف غدیر دانشگاه یزد,54.34832905,31.83493355,2301,restaurant,623053391,6050028.315311277,3741662.540423262,15840.0
,54.3545343,31.83646215,2204,park,1359901709,6050719.080581523,3741862.8348465185,16463.0
باجه بانک دانشگاه یزد,54.35563146693403,31.83437925418541,2601,bank,623053401,6050841.216645934,3741589.9111497053,16621.0
,54.36399327561471,31.84735370204732,2204,park,1359901709,6051772.048930378,3743290.06497289,17392.0
سالن ورزشی دانشگاه یزد,54.36493395357896,31.848375305983776,2251,sports_centre,623135450,6051876.764722358,3743423.944704462,17391.0
دانشگاه یزد,54.364237988546975,31.846032691881437,2081,university,623135475,6051799.290249388,3743116.950682433,17393.0
,54.372626760608526,31.80889527873531,2204,park,1359901709,6052733.124083661,3738251.221644357,18198.0
دانشکده هنر و معماری دانشگاه یزد,54.36623396445823,31.894273327902983,2084,college,634093228,6052021.481271465,3749440.3457154874,17518.0
نامیا,54.38361024432561,31.84654283977695,2082,school,640248087,6053955.799898183,3743183.8036901318,19421.0
,54.38922205,31.8154709,2204,park,1359901709,6054580.503248287,3739112.6143266885,19909.0
مدرسه راهنمایی فرساد,54.38501879834521,31.88323176291422,2082,school,655209712,6054112.599414399,3747992.722352248,19397.0
دانشکده بهداشت یزد,54.33786615963886,31.84336263839662,2084,college,655434744,6048863.591684049,3742767.0560129965,14743.0
کلانتری ۱۴,54.39023334267,31.837949634896287,2001,police,655991372,6054693.079833355,3742057.745090165,20051.0
نمایندگی هپکو تیموری,54.38925853626117,31.83768254379382,2541,car_dealership,655991376,6054584.564880301,3742022.746996239,19894.0
,54.382150182333085,31.85419882774722,2204,park,1359901709,6053793.266540648,3744187.137205746,19104.0
مدرسه راهنمایی,54.40173880340441,31.89551520481099,2082,school,675124167,6055973.861863651,3749603.174982877,21104.0
مدرسه دبستان,54.397458481689945,31.898495618658767,2082,school,675124208,6055497.378629966,3749993.962289527,20635.0
کتابخانه شهدا حسن آباد,54.40815947927274,31.900079743633523,2007,library,675125434,6056688.608231862,3750201.675483644,21725.0
کلینیک اکبری,54.378705616754296,31.840160571807605,2111,clinic,675141531,6053409.819254414,3742347.457536731,18801.0
کلینیک امام رضا,54.38518284999999,31.844786149999997,2111,clinic,675141664,6054130.861561074,3742953.5975034456,19422.0
,54.4029202,31.8519743,2204,park,1359901709,6056105.374331096,3743895.5995260356,21289.0
باغچه ذهن,54.37673793686064,31.891337947648257,2204,park,675751949,6053190.778130608,3749055.4807011513,18611.0
دادگستری کل استان یزد,54.39561517047517,31.85720541098168,2009,courthouse,675756410,6055292.182164162,3744581.179115879,20506.0
ستاد مبارزه با مواد مخدر استان یزد,54.38741030943694,31.92064426212864,2001,police,675830785,6054378.821211357,3752898.455067052,19684.0
مجتمع آموزشی سیدالشهدا,54.38379970008619,31.87830605588995,2082,school,675840076,6053976.890016979,3747346.9850400533,19400.0
شرکت توزیع برق استان یزد,54.364680348530754,31.878173678152567,2008,town_hall,675848811,6051848.53353753,3747329.6314099673,17372.0
دانشکده علوم انسانی,54.33827272510002,31.834281771596896,2084,college,675967491,6048908.850344161,3741577.138070062,14749.0
دانشگاه علم و هنر,54.33931928037941,31.834689682099818,2081,university,1097561855,6049025.352344949,3741630.586405645,14904.0
بازار طلا کویتی,54.3642311637006,31.88739551966221,2016,market_place,676235903,6051798.530510965,3748538.598455133,17366.0
بیمارستان شهید رهنمون (فرخی),54.36030704855187,31.88635917409599,2110,hospital,676236165,6051361.700010794,3748402.729354693,16899.0
دادگستری یزد,54.357713327120415,31.88637353045218,2009,courthouse,676236414,6051072.968261785,3748404.6115206825,16742.0
,54.40580662726599,31.80570029566541,2204,park,1359901709,6056426.689944559,3737832.707655003,21632.0
,54.401563230349645,31.82044774892245,2204,park,1359901709,6055954.317160597,3739764.6119411206,21154.0
,54.40125691250053,31.831719314583,2204,park,1359901709,6055920.2180136135,3741241.3858465627,21146.0
بوستان شهدا,54.38090775222477,31.917527918596495,2204,park,676291960,6053654.959853645,3752489.746808864,19062.0
بوستان دانشجو,54.38386749174018,31.91561437347006,2204,park,676291962,6053984.436549381,3752238.7923472873,19376.0
پارک فخار,54.39647661159051,31.88558655620362,2204,park,676299100,6055388.077350471,3748301.437015048,20643.0
تالار غدیر یزد,54.36127658808292,31.859405917281343,2008,town_hall,676588951,6051469.628657695,3744869.5849647084,17072.0
میوه و تربار قدیم,54.387174592365845,31.849384167658343,2016,market_place,677202792,6054352.581307032,3743556.156036128,19731.0
هتل داد,54.36586377397445,31.88583580738008,2401,hotel,9436909,6051980.271855314,3748334.1144398623,17523.0
دبیرستان کیخسروی,54.3779740561782,31.877470343467664,2082,school,682131503,6053328.382303599,3747237.430449058,18777.0
,54.39384465806273,31.859965917380357,2204,park,1359901709,6055095.089623967,3744942.981583393,20348.0
,54.39331994154122,31.85948458390621,2204,park,1359901709,6055036.678447982,3744879.8954078774,20349.0
,54.39268676640381,31.85889818637796,2204,park,1359901709,6054966.193714103,3744803.0394126894,20192.0
مدرسه حجت,54.39212438852719,31.85784231218813,2082,school,693695349,6054903.590095243,3744664.652848963,20193.0
کانون اصلاح و تربیت,54.38934116266779,31.86017108043397,2010,prison,693695638,6054593.762809812,3744969.8714659656,19880.0
قلعه,54.3895943946814,31.86097546152057,2731,castle,693696132,6054621.95246862,3745075.2989832964,19879.0
مدرسه پسرانه قدس,54.37528683277182,31.898873635930197,2082,school,693699009,6053029.241962352,3750043.52824028,18451.0
باشگاه قدس,54.38164442746373,31.90166889093125,2251,sports_centre,693701607,6053736.966166126,3750410.0508050905,19073.0
دانشگاه فرهنگیان یزد,54.392744799312,31.88861252482139,2081,university,722420548,6054972.653907891,3748698.15471178,20173.0
دبستان دخترانه زینی,54.39344153615148,31.88776818309444,2082,school,722420552,6055050.214298079,3748587.4565139576,20330.0
پارک ارکیده,54.39429727688859,31.80880815876273,2204,park,722431480,6055145.474921185,3738239.8095211033,20382.0
,54.36320673447511,31.809090882438703,2204,park,1359901709,6051684.49157123,3738276.84443695,17262.0
,54.35444879853142,31.813912694236585,2204,park,1359901709,6050709.562601578,3738908.48707464,16478.0
پارک مدیران,54.3461031115639,31.84420897190942,2204,park,722437675,6049780.524978033,3742877.9619027893,15522.0
,54.34644667866773,31.84598728013998,2204,park,1359901709,6049818.770693086,3743110.999658454,15677.0
,54.3697976602694,31.849350152675484,2204,park,1359901709,6052418.190074506,3743551.6983487555,18015.0
استخر بانوان,54.38977985506149,31.820563941657745,2251,sports_centre,731861958,6054642.597823693,3739779.8343190984,20062.0
,54.40327819172654,31.80203134529737,2204,park,1359901709,6056145.2257878035,3737352.126073439,21322.0
بیمارستان بهمن یزد,54.37495429081435,31.87917494721671,2110,hospital,750346134,6052992.22356098,3747460.890149077,18464.0
مرکز بهداشت یزد,54.37543098369751,31.878926234602503,2111,clinic,750346531,6053045.288769998,3747428.2856887477,18464.0
کافه کوک,54.39051762886203,31.821387649543126,2303,cafe,786421130,6054724.726427491,3739887.7486096243,20061.0
مجتمع تجاری آزادی,54.36957623526333,31.882365393169117,2504,mall,788161681,6052393.541155582,3747879.142800199,17993.0
,54.393010755508016,31.859195014815715,2204,park,1359901709,6055002.260016205,3744841.943071145,20192.0
,54.3658432652928,31.88170716708016,2204,park,1359901709,6051977.988839316,3747792.851230054,17526.0
کلینیک آبادیس,54.38371258907097,31.855621470129236,2111,clinic,906346656,6053967.192863122,3744373.586694468,19415.0
قبرستان مسلمانان جوی هرهر,54.378042530400464,31.896362375300555,2015,graveyard,12493450,6053336.004819153,3749714.2533951695,18764.0
قبرستان کلیمیان جوی هرهر,54.37808520603348,31.895429136303253,2015,graveyard,12493451,6053340.75544889,3749591.8899996886,18765.0
دانکشده پزشکی و داروسازی,54.33862105834128,31.841794982834376,2084,college,13317463,6048947.626623203,3742561.6287698476,14744.0
,54.369404365862906,31.848613550167933,2204,park,1359901709,6052374.408741443,3743455.16647654,17860.0
,54.35426874323304,31.849701259767425,2204,park,1359901709,6050689.518937448,3743597.7112586233,16299.0
,54.32416003873404,31.846949840163926,2204,park,1359901709,6047337.833284174,3743237.1398609024,13336.0
پارک حنا,54.36934957653354,31.8516008949184,2204,park,1051788954,6052368.309621198,3743846.6632437864,17858.0
موکب,54.36208250289353,31.874140813895004,2301,restaurant,1056118991,6051559.342684034,3746800.968101958,17219.0
گالری اتومبیل کاپریس,54.38420808016761,31.85111135603817,2541,car_dealership,1057511711,6054022.350679692,3743782.5074464637,19418.0
,54.38956663180785,31.81881530707515,2204,park,1359901709,6054618.861919673,3739550.7482131543,19907.0
,54.38988296685896,31.81796618383768,2204,park,1359901709,6054654.076176483,3739439.5073617594,19907.0
,54.39001836296854,31.81737371801429,2204,park,1359901709,6054669.148402457,3739361.8909625458,20064.0
,54.39085263106299,31.81780057783746,2204,park,1359901709,6054762.018701917,3739417.8119818307,20064.0
فروشگاه مجتمع مسکونی فرهنگ ۱,54.36302176058351,31.82141200711354,2501,supermarket,1073292591,6051663.900371807,3739890.939719056,17253.0
راهنمایی دخترانه شاهد - افشار,54.357221098947626,31.85945899856415,2082,school,1097561850,6051018.1736722365,3744876.542063412,16760.0
دبیرستان پسرانه شاهد,54.35837204917007,31.86051081265527,2082,school,1097561851,6051146.296864928,3745014.3989107125,16759.0
دبیرستان نمونه دولتی شهید مجید مرشد,54.36202964065925,31.860001643953407,2082,school,1097561853,6051553.458087033,3744947.664114943,17228.0
سالن ورزشی شهدای نعیم آباد,54.36329845111653,31.85901245890034,2251,sports_centre,1097561854,6051694.701421049,3744818.0164641268,17229.0
دانشگاه علم و هنر,54.362406589906016,31.858117080643456,2081,university,1097561855,6051595.419885238,3744700.664811041,17229.0
اقامتگاه بوم گردی خانه خشتی,54.37074046521932,31.89614854377427,2404,guesthouse,14654502,6052523.142641449,3749686.216360795,17984.0
اقامتگاه بوم گردی خانه سیگاری,54.37178175571277,31.896062572824764,2404,guesthouse,1100869253,6052639.058568948,3749674.9440915287,18141.0
,54.32958428187502,31.85233099095379,2204,park,1359901709,6047941.657268567,3743942.345537659,13957.0
,54.32941198066688,31.854773293466216,2204,park,1359901709,6047922.476785814,3744262.425520185,13955.0
رستوران شهر غذا,54.399239981304426,31.8723305490184,2301,restaurant,1117682431,6055695.694259897,3746563.6701885927,20964.0
,54.38322980431626,31.83003178484134,2204,park,1359901709,6053913.449510065,3741020.278208595,19275.0
,54.32877719879138,31.858554711988297,2204,park,1359901709,6047851.813190668,3744758.022284127,
,54.3952657166592,31.83350410010029,2204,park,1359901709,6055253.281143313,3741475.240767012,20521.0
بوستان مازاری,54.387979911920944,31.894557499268707,2204,park,1179694822,6054442.229069832,3749477.604782256,19702.0
صحن دانشجو,54.35694590542676,31.833355214553624,2081,university,1202735887,6050987.539269623,3741455.732581901,16622.0
رستوران شاندیز یزد,54.38181903148505,31.856694046943225,2301,restaurant,1210974637,6053756.40299687,3744514.158989321,19102.0
بلوک فردوس,54.39714681275456,31.926991943532787,2015,graveyard,1229215331,6055462.683802783,3753730.9959176998,20616.0
,54.39610580974541,31.92829887202649,2204,park,1359901709,6055346.7998778885,3753902.415460768,20459.0
,54.390175530841375,31.927699701745745,2204,park,1359901709,6054686.64425003,3753823.826699771,19992.0
,54.39095550996728,31.92811763697585,2204,park,1359901709,6054773.471129155,3753878.6441374794,19992.0
,54.37266272217192,31.850358115982974,2204,park,1359901709,6052737.127306586,3743683.79334495,18326.0
,54.37313872633536,31.8505538668828,2204,park,1359901709,6052790.115847676,3743709.4469405874,18326.0
,54.37156499730354,31.85062517673568,2204,park,1359901709,6052614.929133207,3743718.7922707037,18170.0
بوستان باد و سایه,54.37367231614743,31.804697754726377,2204,park,1239337585,6052849.514793848,3737701.386810081,18356.0
ایستگاه 12 آتش نشانی,54.364881240147696,31.81034239259283,2002,fire_station,1239352503,6051870.896690032,3738440.785281265,17416.0
,54.368445570602525,31.81129916138249,2204,park,1359901709,6052267.6761412835,3738566.118150189,17884.0
,54.3483721084034,31.85050737805541,2204,park,1359901709,6050033.108550819,3743703.3544702814,15830.0
هایپر راه و ما,54.37671737085473,31.827031130559703,2511,convenience,1243988915,6053188.488733302,3740627.129148701,18653.0
آت راد فود,54.37675810108528,31.826821006861746,2302,fast_food,1243988916,6053193.022801827,3740599.5989869945,18653.0
شهرداری حمیدیا,54.390196631447104,31.83409117846767,2008,town_hall,1245763770,6054688.993158715,3741552.1648163097,20053.0
ایستگاه شماره 2 آتش نشانی,54.390101772547546,31.833735064778736,2002,fire_station,1245764137,6054678.433514319,3741505.503684228,20053.0
قطعه نام آوران,54.39109060154608,31.92886758573052,2015,graveyard,1249436769,6054788.509454918,3753977.009930224,19991.0
بوستان,54.36596685358952,31.816367481455472,2204,park,1250869910,6051991.746625575,3739230.0693800393,17569.0
آب انبار فهادان,54.37128003620279,31.90516088296444,2721,attraction,1270438919,6052583.207408575,3750867.947344062,17978.0
زورخانه فهادان,54.37116626751956,31.90530564707324,2721,attraction,1270438920,6052570.5427366905,3750886.9302894496,17978.0
خانه نواب وکیل,54.37072897979179,31.90454317716637,2721,attraction,17437293,6052521.864089505,3750786.947799675,17978.0
خانه حیرانی,54.37059338012504,31.90429272343572,2721,attraction,17437294,6052506.76920365,3750754.106044826,17979.0
خانه ملک زاده,54.369064927786354,31.90453679036703,2721,attraction,17437300,6052336.622667606,3750786.1103037596,
خانه خشت و رنگ,54.37004543986339,31.903365606268437,2721,attraction,17437301,6052445.772772739,3750632.5348473946,17979.0
,54.36946805,31.90355515,2204,park,1359901709,6052381.498027157,3750657.3892745273,17824.0
بقعه دوازده امام,54.37008439420327,31.904933881617296,2723,monument,1270438981,6052450.109150018,3750838.180673941,17978.0
زندان اسکندر,54.37061819431336,31.90518169266774,2721,attraction,17437311,6052509.531506458,3750870.6761226146,17978.0
زندان اسکندر,54.37061819431336,31.90518169266774,2721,attraction,17437311,6052509.531506458,3750870.6761226146,17978.0
خانه عروسک ها,54.36949580699585,31.899933266577943,2722,museum,1270438991,6052384.5879218,3750182.469009941,17826.0
پارک فرهان,54.38640251926457,31.817808555362923,2204,park,1275177561,6054266.634522543,3739418.8570846524,19595.0
,54.35723795212717,31.84914748663624,2204,park,1359901709,6051020.049759601,3743525.1388561805,16767.0
,54.357748760688665,31.84922822077439,2204,park,1359901709,6051076.91270856,3743535.719101067,16767.0
مرکز عروس محبوبه زینلی,54.38305100413744,31.86594898289444,2561,hairdresser,1320346530,6053893.545565205,3745727.182092283,19252.0
نمایندگی مدیران خودرو ایوبی,54.36432768236515,31.87105034449664,2541,car_dealership,1347107015,6051809.274919555,3746395.8578582564,17376.0
دانشکده پیراپزشکی شهید صدوقی یزد,54.34995385698122,31.8672592455639,2081,university,1359799300,6050209.187997065,3745898.925039127,15975.0
سالن ورزشی,54.349624532494325,31.86652293639563,2251,sports_centre,1359799302,6050172.527762878,3745802.412864106,15976.0
زمین فوتبال,54.34989374686455,31.867137343574512,2252,pitch,1359799304,6050202.496569485,3745882.9466079785,15976.0
,54.35205053947913,31.846759942714417,2204,park,1359901709,6050442.589625087,3743212.2543447227,16144.0
کافه ساده | cafe saadeh,54.37388502188119,31.90275717006811,2303,cafe,1365500629,6052873.193087819,3750552.7523743687,18292.0
عینک تندیس Tandis Optication,54.35851196008881,31.881128729271754,2519,optician,1429709248,6051161.8716771575,3747717.020185825,16746.0
بهارستان,54.364383,31.8889116,2301,restaurant,27293287,6051815.432850498,3748737.365481261,17365.0
بهشتی,54.3645336,31.8891929,2401,hotel,1241954395,6051832.197565812,3748774.245921368,17365.0
بانک ملت,54.3739898,31.8357799,2601,bank,6145548118,6052884.856934651,3741773.4383419286,18336.0
بانک ایران زمین,54.3722872,31.8373123,2601,bank,4289122891,6052695.324369626,3741974.2325298158,18179.0
بانک صادرات,54.3753736,31.8359868,2601,bank,7312875113,6053038.900846011,3741800.548769427,18492.0
پلی‌کلینیک آموزشی درمانی بقائی‌پور,54.3761879,31.8240317,2111,clinic,2868216894,6053129.548307364,3740234.1531938156,18655.0
درمانگاه شبانه روزی کوثر,54.388092,31.8326398,2111,clinic,2903451882,6054454.706657716,3741361.9936360894,19742.0
بانک صادرات,54.3866002,31.8318354,2601,bank,7312875113,6054288.64024135,3741256.596021834,19586.0
دخمه زرتشتیان,54.3559371,31.8223336,2721,attraction,5685182970,6050875.239563207,3740011.679134643,16629.0
دبستان دولتی ادب,54.374613,31.8987241,2082,school,2997114178,6052954.231241313,3750023.9209357714,18451.0
طلا و نقره علی سلطانی,54.3668523,31.8956557,2520,jeweller,2997325590,6052090.314069114,3749621.5962131093,17672.0
بانک صادرات,54.3736524,31.8977754,2601,bank,7312875113,6052847.297738457,3749899.527160957,18295.0
بانک رفاه,54.3742586,31.8975249,2601,bank,6424247685,6052914.779613776,3749866.6817539465,18295.0
داروخانه فرخی,54.360797,31.8874484,2101,pharmacy,2999419460,6051416.241156513,3748545.531322555,17054.0
کتاب فروشی فرهنگ,54.35715,31.8876089,2515,bookshop,2999421533,6051010.25897359,3748566.573671315,16586.0
خوان دوحد,54.3772967,31.889055,2301,restaurant,3244104451,6053252.979358755,3748756.1662318883,18613.0
آب انبار رستم گیو,54.3744068,31.8860192,2721,attraction,3244104566,6052931.277162312,3748358.1577070183,18459.0
هتل سنتی سروش,54.3755241,31.8881213,2401,hotel,3244128814,6053055.654429375,3748633.7521068035,18458.0
بانک مسکن,54.3807209,31.8797161,2601,bank,4232393341,6053634.15955913,3747531.831746269,19087.0
بانک ملت,54.3837212,31.8820085,2601,bank,6145548118,6053968.1514273565,3747832.355043186,19398.0
بانک سپه,54.3868758,31.8836632,2601,bank,6484133385,6054319.319893013,3748049.2833949593,19709.0
آب انبار شش بادگیر,54.3677733,31.8875138,2721,attraction,3244255580,6052192.839320135,3748554.105583605,17678.0
محل اقامت سالاری های زرتشتی,54.3566897,31.8245163,2721,attraction,3244267979,6050959.018611978,3740297.643096357,16627.0
تجارت,54.3806379,31.860053,2601,bank,3244267997,6053624.920041394,3744954.39513898,19100.0
هتل جاده ابریشم,54.3702793,31.900577,2401,hotel,3255099841,6052471.805964062,3750266.8773316974,17981.0
ونیز,54.3699825,31.9004098,2303,cafe,3524797228,6052438.766339195,3750244.9534926577,17981.0
یزد وی ای پی اپ,54.3825922,31.881193,2546,computer_shop,3536866306,6053842.471722251,3747725.4458156233,19242.0
دنیای نرم افزارموبایل,54.3825328,31.8812244,2525,mobile_phone_shop,3662687802,6053835.859344498,3747729.562229427,19242.0
رستوران آریانا,54.3875138,31.8334139,2301,restaurant,3686014912,6054390.34172814,3741463.4220186346,19742.0
بابکان,54.3664783,31.8297424,2501,supermarket,3688646537,6052048.680579557,3740982.3621281143,17560.0
پارسلی,54.379432,31.827535,2301,restaurant,3688697348,6053490.679867446,3740693.1457900964,18965.0
رستاک,54.3764089,31.8360389,2515,bookshop,3688767699,6053154.149914829,3741807.375522713,18647.0
کشاورزی,54.3648286,31.8297676,2602,atm,3690396132,6051865.036815596,3740985.663903896,17560.0
نانوایی تنوری,54.3660083,31.8269718,2502,bakery,12038653968,6051996.360418884,3740619.355721655,17562.0
کرنوپیچ,54.3666286,31.841926,2302,fast_food,3690396143,6052065.411899024,3742578.7972641443,17552.0
سپه,54.3796837,31.8382402,2602,atm,3690396145,6053518.698983279,3742095.8191983155,18958.0
هتل سنتی والی,54.3700867,31.8957458,2401,hotel,3782277632,6052450.365830136,3749633.4098199275,17984.0
هتل سنتی شرق,54.3694026,31.900148,2401,hotel,3784822001,6052374.212166484,3750210.6254562633,17826.0
بیمارستان مجیبیان,54.3777046,31.8711327,2110,hospital,3859865528,6053298.38657905,3746406.653148288,18781.0
موزه سکه و مردم شناسی حیدرزاده,54.3723477,31.9050581,2722,museum,3866933680,6052702.059198819,3750854.4694123245,18135.0
میدان نخل,54.3702002,31.9016812,2721,attraction,3866935543,6052463.000592341,3750411.6648332393,17980.0
بانک اقتصاد نوین,54.3751408,31.8348851,2601,bank,4109904395,6053012.985668554,3741656.1920117177,18493.0
موسسه ثامن الحجج,54.3751978,31.834813,2601,bank,4110083789,6053019.330879529,3741646.7447429183,18493.0
اداره پست,54.3744936,31.8355525,2005,post_office,4111314395,6052940.939694113,3741743.641837791,18492.0
بانک تجارت,54.3738657,31.8358525,2601,bank,6145548117,6052871.042185844,3741782.9512254675,18336.0
مرکز خدمات یونیک,54.3817723,31.8561824,2525,mobile_phone_shop,4124471291,6053751.20087175,3744447.102156845,19103.0
هتل و رستوران سنتی خوان دوحد,54.3768965,31.8889821,2401,hotel,4129986975,6053208.42929854,3748746.608524459,18613.0
قهوه خانه سنتی,54.3692498,31.901732,2303,cafe,4190029207,6052357.202548291,3750418.3259917474,17825.0
حمام خان,54.3641237,31.8954911,2301,restaurant,4203811489,6051786.567706536,3749600.01444849,17360.0
مسافرخانه نارنجستان,54.3663046,31.8933095,2404,guesthouse,4230246236,6052029.344384006,3749313.97448623,17518.0
بانک مسکن,54.347132,31.8482082,2601,bank,4232393341,6049895.060314824,3743402.045603368,15676.0
رستوران گل سرخ,54.352524,31.8544015,2301,restaurant,4235953993,6050495.295009181,3744213.698967448,16296.0
اندیشه سبز,54.3580598,31.8436021,2515,bookshop,4247156064,6051111.5374463145,3742798.4356221436,16770.0
بانک تجارت,54.3877947,31.833075,2601,bank,6145548117,6054421.611373103,3741419.016696465,19742.0
نیو استار,54.3840024,31.840872,2301,restaurant,4247246838,6053999.454468168,3742440.681755487,19425.0
ساندویچ بهارستان,54.370948,31.8823755,2301,restaurant,4247301738,6052546.245307555,3747880.4677818194,17993.0
بانک سپه,54.3625275,31.8422128,2601,bank,6484133385,6051608.87953533,3742616.379632002,17240.0
فروشگاه توحید,54.374013,31.8480342,2501,supermarket,4247354485,6052887.4395468375,3743379.243089309,18328.0
رستوران سایت,54.3539611,31.8424924,2301,restaurant,4247409122,6050655.2722494,3742653.0186219234,16304.0
رستوران کوروش,54.3692101,31.8542557,2301,restaurant,4273661589,6052352.783164506,3744194.590747169,17856.0
دانشگاه پیام نور استان یزد,54.3623878,31.8574198,2081,university,4287275017,6051593.328202467,3744609.2773680193,17230.0
پیتزا نوژ,54.3594847,31.8448653,2302,fast_food,4289019191,6051270.156588745,3742963.9696557955,16926.0
کافه بن بست,54.3575624,31.8453767,2303,cafe,4289019192,6051056.167131593,3743030.9858995164,16769.0
فلافل فلاسیس,54.3596437,31.8450372,2302,fast_food,4289020094,6051287.856387782,3742986.4961929414,16926.0
فلافل لبنان,54.3522141,31.8437989,2302,fast_food,4289020393,6050460.797098983,3742824.2248158813,16146.0
فلافل مامان جون,54.351416,31.843852,2302,fast_food,4289020394,6050371.953013382,3742831.18319008,16146.0
سوپر تارا,54.3521612,31.8438425,2501,supermarket,4289020492,6050454.908297921,3742829.9382829135,16146.0
دکتر سهیلا میرجلیلی,54.3584082,31.8433884,2120,doctors,4289067491,6051150.321156907,3742770.4318699073,16771.0
ساندویچ ممتاز,54.3589213,31.8459911,2302,fast_food,4289067493,6051207.439187632,3743111.500235458,16925.0
سوپر میوه جوان,54.3522463,31.8437354,2528,greengrocer,4289075690,6050464.381586587,3742815.903601524,16146.0
رستوران آنیس,54.3566644,31.8428929,2301,restaurant,4289075692,6050956.202228862,3742705.500630332,16615.0
باغ درکه,54.3570692,31.8429192,2541,car_dealership,4289075693,6051001.264358734,3742708.9470223766,16615.0
باغ درکه,54.3570692,31.8429192,2541,car_dealership,4289075693,6051001.264358734,3742708.9470223766,16615.0
پیتزا میتزا,54.3594736,31.8453102,2302,fast_food,4289075694,6051268.920942398,3743022.271408013,16926.0
سوپر تک,54.3589739,31.8459319,2501,supermarket,4289075695,6051213.294592848,3743103.7423203667,16925.0
کافه چوبی,54.35894,31.8463609,2303,cafe,4289075696,6051209.52086211,3743159.9611082934,16925.0
مرکز ذرت یزد,54.3602792,31.8465217,2303,cafe,4289075697,6051358.599924181,3743181.0333926743,16925.0
پیتزا پ پ,54.3538968,31.8429016,2302,fast_food,4289087690,6050648.114406142,3742706.64069147,16303.0
میوه نارنج,54.3595627,31.8452404,2528,greengrocer,4289087691,6051278.839509027,3743013.1244748197,16926.0
کفش صورتی,54.3592885,31.8454779,2517,shoe_shop,4289087692,6051248.315704652,3743044.247664053,16926.0
۳۶۱ درجه,54.3589796,31.8460943,2512,clothes,4289087693,6051213.929113946,3743125.024180427,16925.0
بال اسپرت,54.3591326,31.8467664,2522,sports_shop,4289087694,6051230.960996037,3743213.1005526385,16925.0
عینک پروفسور,54.3595697,31.8443583,2519,optician,4289087696,6051279.618745463,3742897.5303753605,16926.0
برج و بارو,54.3531991,31.8431406,2301,restaurant,4289094790,6050570.446797415,3742737.959654433,16303.0
سطل های یازیافت,54.3603747,31.8461095,2030,recycling,4289118990,6051369.230935552,3743127.0160805765,17081.0
داروخانه دکتر کرامتی,54.3517678,31.8444958,2101,pharmacy,4289119689,6050411.115210243,3742915.5488817976,16146.0
چیستا رایانه,54.3591926,31.8445738,2546,computer_shop,4289119690,6051237.6401654845,3742925.7703010254,16926.0
